gender,age_group,age,marital_status,state,zone,occupation,product_category,amount
F,36-45,45,0,Andhra Pradesh,Southern,Healthcare,Beauty,4541
F,36-45,42,0,Delhi,Central,Aviation,Beauty,4540
F,26-35,30,0,Madhya Pradesh,Central,IT Sector,Beauty,4538
M,46-50,50,0,Uttar Pradesh,Central,Healthcare,Food,4536
F,51-55,51,0,Uttar Pradesh,Central,Hospitality,Food,4533
F,36-45,41,0,Delhi,Central,Construction,Footwear & Shoes,4532
M,51-55,51,0,Haryana,Northern,Hospitality,Furniture,4527
F,26-35,31,1,Andhra Pradesh,Southern,IT Sector,Beauty,4524
F,26-35,33,1,Madhya Pradesh,Central,IT Sector,Beauty,4524
F,26-35,29,0,Gujarat,Western,Banking,Furniture,4523
F,55+,72,0,Madhya Pradesh,Central,IT Sector,Beauty,4522
F,46-50,50,0,Delhi,Central,Healthcare,Beauty,4519
M,26-35,31,1,Karnataka,Southern,Aviation,Food,4519
F,36-45,44,0,Madhya Pradesh,Central,Healthcare,Footwear & Shoes,4518
F,51-55,53,0,Madhya Pradesh,Central,Aviation,Beauty,4518
F,51-55,54,0,Madhya Pradesh,Central,Healthcare,Beauty,4518
M,55+,58,1,Gujarat,Western,Retail,Beauty,4517
M,26-35,26,0,Gujarat,Western,Lawyer,Beauty,4515
F,26-35,30,1,Madhya Pradesh,Central,Construction,Footwear & Shoes,4515
F,46-50,46,0,Madhya Pradesh,Central,Chemical,Beauty,4515
F,26-35,31,0,Delhi,Central,IT Sector,Footwear & Shoes,4514
M,26-35,29,1,Madhya Pradesh,Central,IT Sector,Beauty,4514
F,18-25,20,1,Andhra Pradesh,Southern,Aviation,Food,4513
M,26-35,35,0,Andhra Pradesh,Southern,Govt,Beauty,4513
M,26-35,32,0,Maharashtra,Western,Construction,Food,4510
F,51-55,52,0,Uttar Pradesh,Central,Healthcare,Beauty,4509
F,26-35,35,0,Delhi,Central,Healthcare,Footwear & Shoes,4507
F,18-25,18,1,Madhya Pradesh,Central,Healthcare,Food,4506
M,26-35,32,0,Madhya Pradesh,Central,Govt,Food,4506
F,55+,59,0,Uttar Pradesh,Central,Media,Beauty,4506
F,18-25,22,0,Delhi,Central,IT Sector,Beauty,4502
F,26-35,29,0,Delhi,Central,Banking,Beauty,4502
M,26-35,29,0,Karnataka,Southern,Banking,Food,4501
F,26-35,27,1,Himachal Pradesh,Northern,IT Sector,Furniture,4500
F,46-50,48,1,Uttar Pradesh,Central,Hospitality,Footwear & Shoes,4498
M,26-35,33,0,Himachal Pradesh,Northern,Media,Beauty,4497
F,26-35,32,1,Madhya Pradesh,Central,Govt,Beauty,4497
F,51-55,52,1,Uttar Pradesh,Central,Banking,Beauty,4497
F,26-35,35,1,Madhya Pradesh,Central,Agriculture,Beauty,4494
F,26-35,29,1,Maharashtra,Western,IT Sector,Beauty,4494
F,26-35,26,0,Karnataka,Southern,Healthcare,Footwear & Shoes,4492
F,26-35,30,1,Madhya Pradesh,Central,Lawyer,Beauty,4491
F,26-35,35,1,Andhra Pradesh,Southern,IT Sector,Beauty,4490
F,36-45,37,0,Delhi,Central,Healthcare,Footwear & Shoes,4488
F,46-50,50,0,Maharashtra,Western,Media,Food,4488
M,18-25,19,1,Gujarat,Western,Hospitality,Food,4487
F,18-25,18,0,Karnataka,Southern,Aviation,Food,4487
M,36-45,26,1,Madhya Pradesh,Central,Aviation,Beauty,4486
F,26-35,33,0,Madhya Pradesh,Central,IT Sector,Food,4486
F,26-35,34,0,Uttar Pradesh,Central,Retail,Food,4484
M,46-50,50,1,Maharashtra,Western,Govt,Food,4482
F,26-35,30,1,Uttar Pradesh,Central,Automobile,Footwear & Shoes,4480
M,55+,65,1,Jharkhand,Eastern,Banking,Food,4479
F,18-25,19,0,Madhya Pradesh,Central,Hospitality,Beauty,4479
F,51-55,51,0,Telangana,Southern,Retail,Food,4478
F,51-55,52,0,Madhya Pradesh,Central,IT Sector,Beauty,4476
M,36-45,40,0,Maharashtra,Western,Textile,Beauty,4475
F,26-35,28,1,Madhya Pradesh,Central,Lawyer,Beauty,4474
F,26-35,26,0,Andhra Pradesh,Southern,Govt,Beauty,4473
M,26-35,28,0,Madhya Pradesh,Central,Healthcare,Food,4473
M,18-25,24,1,Karnataka,Southern,Healthcare,Beauty,4472
F,26-35,33,0,Andhra Pradesh,Southern,Textile,Beauty,4470
F,26-35,29,0,Delhi,Central,Aviation,Beauty,4468
F,51-55,52,0,Delhi,Central,Retail,Stationery,4467
F,26-35,26,1,Madhya Pradesh,Central,Textile,Beauty,4467
M,55+,61,1,Maharashtra,Western,Media,Food,4466
M,36-45,45,0,Uttar Pradesh,Central,Healthcare,Beauty,4464
F,36-45,42,0,Madhya Pradesh,Central,Banking,Beauty,4463
F,18-25,18,0,Madhya Pradesh,Central,IT Sector,Beauty,4462
F,18-25,18,1,Delhi,Central,Automobile,Beauty,4460
F,36-45,42,1,Madhya Pradesh,Central,Agriculture,Beauty,4459
M,46-50,49,0,Madhya Pradesh,Central,Retail,Beauty,4459
M,26-35,30,0,Maharashtra,Western,Healthcare,Beauty,4452
M,26-35,33,1,Himachal Pradesh,Northern,Banking,Stationery,4451
M,0-17,12,0,Haryana,Northern,Banking,Food,4450
F,36-45,44,0,Delhi,Central,Healthcare,Beauty,4448
F,36-45,42,1,Madhya Pradesh,Central,Media,Beauty,4444
F,26-35,35,1,Andhra Pradesh,Southern,Hospitality,Beauty,4443
F,26-35,31,0,Maharashtra,Western,Govt,Beauty,4443
F,26-35,27,1,Uttar Pradesh,Central,Banking,Footwear & Shoes,4443
F,26-35,32,0,Andhra Pradesh,Southern,Food Processing,Beauty,4441
F,46-50,48,0,Delhi,Central,Banking,Footwear & Shoes,4441
F,26-35,33,0,Karnataka,Southern,Food Processing,Food,4441
M,26-35,26,0,Uttar Pradesh,Central,Food Processing,Food,4440
F,51-55,51,0,Madhya Pradesh,Central,Aviation,Beauty,4439
F,26-35,30,1,Madhya Pradesh,Central,Food Processing,Beauty,4438
M,18-25,19,1,Karnataka,Southern,Healthcare,Food,4436
F,26-35,33,0,Delhi,Central,IT Sector,Food,4431
F,36-45,38,0,Maharashtra,Western,Aviation,Beauty,4430
F,26-35,33,1,Madhya Pradesh,Central,IT Sector,Food,4428
F,46-50,49,0,Madhya Pradesh,Central,IT Sector,Beauty,4428
F,46-50,47,1,Karnataka,Southern,Automobile,Food,4426
F,26-35,32,1,Maharashtra,Western,Healthcare,Beauty,4423
F,26-35,26,0,Madhya Pradesh,Central,Construction,Beauty,4421
M,26-35,33,0,Delhi,Central,IT Sector,Food,4409
F,18-25,25,1,Andhra Pradesh,Southern,IT Sector,Food,4405
F,36-45,39,1,Karnataka,Southern,Lawyer,Footwear & Shoes,4402
F,46-50,48,0,Delhi,Central,Media,Food,4399
M,18-25,20,1,Karnataka,Southern,Banking,Food,4397
M,26-35,34,0,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,4392
F,36-45,43,0,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,4391
F,26-35,27,0,Maharashtra,Western,Retail,Food,4380
F,26-35,35,1,Uttar Pradesh,Central,Govt,Food,4380
F,46-50,47,1,Jharkhand,Eastern,IT Sector,Food,4372
F,18-25,22,1,Maharashtra,Western,Lawyer,Food,4365
F,18-25,25,1,Uttar Pradesh,Central,Retail,Food,4365
M,18-25,22,0,Maharashtra,Western,Banking,Food,4358
F,36-45,44,0,Uttar Pradesh,Central,Banking,Food,4350
F,46-50,49,0,Karnataka,Southern,IT Sector,Footwear & Shoes,4347
F,18-25,20,0,Karnataka,Southern,IT Sector,Food,4344
M,46-50,49,0,Karnataka,Southern,Healthcare,Food,4342
F,51-55,52,1,Uttar Pradesh,Central,Lawyer,Food,4332
F,51-55,54,0,Uttar Pradesh,Central,Healthcare,Food,4325
F,26-35,31,1,Maharashtra,Western,Automobile,Food,4322
M,26-35,32,0,Maharashtra,Western,Banking,Food,4317
F,26-35,29,0,Maharashtra,Western,Aviation,Food,4311
F,36-45,38,1,Delhi,Central,Food Processing,Footwear & Shoes,4303
F,26-35,34,0,Maharashtra,Western,Healthcare,Food,4299
F,18-25,19,1,Maharashtra,Western,Media,Food,4298
F,51-55,55,0,Uttar Pradesh,Central,Banking,Furniture,4296
F,26-35,29,1,Delhi,Central,Automobile,Footwear & Shoes,4294
F,18-25,21,1,Andhra Pradesh,Southern,Chemical,Food,4293
F,18-25,25,0,Karnataka,Southern,Textile,Food,4293
F,0-17,15,0,Maharashtra,Western,Aviation,Food,4293
M,36-45,41,1,Himachal Pradesh,Northern,IT Sector,Food,4290
F,26-35,34,0,Maharashtra,Western,Aviation,Food,4286
F,26-35,27,0,Uttar Pradesh,Central,IT Sector,Food,4284
M,36-45,41,0,Karnataka,Southern,IT Sector,Food,4282
F,26-35,29,0,Uttar Pradesh,Central,Healthcare,Food,4278
M,36-45,40,0,Uttar Pradesh,Central,Healthcare,Food,4277
F,46-50,47,0,Gujarat,Western,Aviation,Food,4276
M,46-50,46,1,Karnataka,Southern,Banking,Footwear & Shoes,4276
F,18-25,20,1,Uttar Pradesh,Central,Aviation,Food,4276
F,36-45,39,0,Madhya Pradesh,Central,Construction,Food,4273
F,36-45,43,1,Uttar Pradesh,Central,Govt,Food,4272
F,26-35,34,0,Maharashtra,Western,Aviation,Food,4269
F,36-45,37,1,Delhi,Central,Banking,Food,4268
M,26-35,28,0,Delhi,Central,Banking,Electronics & Gadgets,4265
F,26-35,32,0,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,4263
M,36-45,37,1,Andhra Pradesh,Southern,Automobile,Electronics & Gadgets,4262
M,36-45,39,0,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,4262
F,46-50,47,0,Himachal Pradesh,Northern,Media,Electronics & Gadgets,4261
M,26-35,27,0,Karnataka,Southern,Healthcare,Food,4259
F,36-45,45,1,Bihar,Eastern,Healthcare,Electronics & Gadgets,4251
F,26-35,27,0,Uttar Pradesh,Central,Lawyer,Electronics & Gadgets,4251
F,55+,73,0,Jharkhand,Eastern,Food Processing,Electronics & Gadgets,4250
F,18-25,21,1,Maharashtra,Western,Hospitality,Hand & Power Tools,4250
F,26-35,27,1,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,4248
F,26-35,29,0,Jharkhand,Eastern,Hospitality,Electronics & Gadgets,4247
F,18-25,21,1,Maharashtra,Western,Healthcare,Food,4245
F,36-45,42,0,Uttar Pradesh,Central,Banking,Food,4242
F,36-45,37,0,Uttar Pradesh,Central,Chemical,Electronics & Gadgets,4240
F,26-35,26,1,Himachal Pradesh,Northern,Hospitality,Electronics & Gadgets,4236
F,26-35,32,0,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,4235
F,18-25,18,0,Telangana,Southern,Healthcare,Food,4235
F,18-25,22,1,Madhya Pradesh,Central,Aviation,Footwear & Shoes,4234
M,36-45,42,0,Maharashtra,Western,Healthcare,Food,4234
M,26-35,26,0,Delhi,Central,Healthcare,Food,4233
F,36-45,45,1,Gujarat,Western,Aviation,Electronics & Gadgets,4233
F,46-50,46,1,Kerala,Southern,Lawyer,Electronics & Gadgets,4233
F,26-35,28,1,Delhi,Central,Healthcare,Electronics & Gadgets,4232
F,26-35,31,1,Maharashtra,Western,IT Sector,Stationery,4230
M,36-45,40,0,Karnataka,Southern,Automobile,Food,4229
F,26-35,34,0,Haryana,Northern,IT Sector,Food,4228
F,26-35,31,0,Madhya Pradesh,Central,Retail,Food,4228
F,26-35,30,0,Punjab,Northern,Textile,Electronics & Gadgets,4228
F,26-35,30,1,Jharkhand,Eastern,Aviation,Electronics & Gadgets,4227
F,0-17,16,1,Kerala,Southern,IT Sector,Food,4227
F,26-35,32,1,Rajasthan,Northern,Govt,Electronics & Gadgets,4227
F,18-25,25,1,Gujarat,Western,Banking,Electronics & Gadgets,4224
M,46-50,50,1,Andhra Pradesh,Southern,Govt,Food,4220
F,0-17,15,0,Uttar Pradesh,Central,Healthcare,Food,4217
F,36-45,45,1,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,4214
M,46-50,50,1,Jharkhand,Eastern,Construction,Electronics & Gadgets,4214
M,46-50,50,1,Madhya Pradesh,Central,Construction,Electronics & Gadgets,4214
F,26-35,33,1,Uttar Pradesh,Central,Aviation,Food,4213
F,26-35,32,1,Maharashtra,Western,IT Sector,Electronics & Gadgets,4211
M,36-45,36,0,Karnataka,Southern,Aviation,Electronics & Gadgets,4210
F,26-35,35,1,Uttar Pradesh,Central,Govt,Electronics & Gadgets,4209
F,36-45,44,0,Punjab,Northern,IT Sector,Electronics & Gadgets,4208
F,55+,58,0,Rajasthan,Northern,Agriculture,Food,4208
M,36-45,41,1,Delhi,Central,Govt,Stationery,4204
F,36-45,38,1,Haryana,Northern,Banking,Electronics & Gadgets,4204
M,0-17,12,0,Punjab,Northern,IT Sector,Food,4204
F,18-25,22,0,Maharashtra,Western,Healthcare,Food,4203
M,18-25,19,1,Madhya Pradesh,Central,Healthcare,Food,4202
F,26-35,35,0,Himachal Pradesh,Northern,Textile,Electronics & Gadgets,4201
F,26-35,35,0,Telangana,Southern,Textile,Electronics & Gadgets,4201
F,26-35,29,0,Uttar Pradesh,Central,Automobile,Food,4201
M,46-50,47,0,Jharkhand,Eastern,Retail,Food,4199
M,46-50,47,0,Telangana,Southern,Retail,Food,4199
M,36-45,45,1,Karnataka,Southern,Textile,Electronics & Gadgets,4194
F,36-45,37,0,Delhi,Central,Healthcare,Stationery,4192
F,36-45,43,0,Delhi,Central,Construction,Footwear & Shoes,4192
F,26-35,28,0,Karnataka,Southern,Hospitality,Footwear & Shoes,4192
F,36-45,39,1,Maharashtra,Western,Chemical,Electronics & Gadgets,4192
F,36-45,36,0,Delhi,Central,Food Processing,Footwear & Shoes,4191
M,51-55,55,1,Delhi,Central,IT Sector,Electronics & Gadgets,4191
F,36-45,41,0,Rajasthan,Northern,Media,Electronics & Gadgets,4191
F,26-35,29,0,Punjab,Northern,Healthcare,Electronics & Gadgets,4190
M,46-50,50,1,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,4190
F,51-55,51,0,Maharashtra,Western,Healthcare,Food,4189
M,51-55,51,1,Madhya Pradesh,Central,Banking,Electronics & Gadgets,4188
F,26-35,27,0,Punjab,Northern,Aviation,Electronics & Gadgets,4188
F,26-35,26,0,Andhra Pradesh,Southern,Lawyer,Electronics & Gadgets,4187
F,26-35,34,1,Delhi,Central,IT Sector,Food,4186
F,36-45,42,0,Jharkhand,Eastern,Govt,Electronics & Gadgets,4186
F,36-45,39,1,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,4184
F,36-45,39,1,Madhya Pradesh,Central,Banking,Electronics & Gadgets,4184
F,55+,56,1,Delhi,Central,Construction,Food,4179
M,18-25,22,1,Haryana,Northern,IT Sector,Electronics & Gadgets,4178
M,26-35,31,1,Karnataka,Southern,Govt,Electronics & Gadgets,4178
F,36-45,43,0,Kerala,Southern,Automobile,Electronics & Gadgets,4178
F,0-17,12,0,Maharashtra,Western,Healthcare,Furniture,4178
M,26-35,29,0,Uttar Pradesh,Central,Chemical,Footwear & Shoes,4178
F,46-50,46,0,Andhra Pradesh,Southern,Media,Food,4177
F,0-17,16,0,Kerala,Southern,Healthcare,Furniture,4177
F,36-45,44,0,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,4175
M,0-17,16,0,Delhi,Central,Food Processing,Electronics & Gadgets,4174
F,18-25,22,1,Madhya Pradesh,Central,Hospitality,Electronics & Gadgets,4174
F,36-45,42,1,Karnataka,Southern,Lawyer,Food,4172
F,55+,87,1,Maharashtra,Western,IT Sector,Food,4171
F,26-35,30,1,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,4171
M,26-35,27,1,Karnataka,Southern,Construction,Electronics & Gadgets,4169
F,26-35,32,0,Rajasthan,Northern,Aviation,Food,4169
F,26-35,32,0,Andhra Pradesh,Southern,Retail,Electronics & Gadgets,4166
M,26-35,27,0,Haryana,Northern,IT Sector,Electronics & Gadgets,4164
M,26-35,27,0,Telangana,Southern,IT Sector,Electronics & Gadgets,4164
M,26-35,31,1,Karnataka,Southern,Media,Food,4161
F,26-35,28,0,Bihar,Eastern,Construction,Food,4160
M,18-25,19,0,Uttarakhand,Central,Banking,Electronics & Gadgets,4159
F,26-35,27,0,Uttar Pradesh,Central,Construction,Food,4157
M,55+,75,0,Uttar Pradesh,Central,Banking,Electronics & Gadgets,4156
F,26-35,30,1,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,4154
F,26-35,32,0,Haryana,Northern,Healthcare,Food,4154
M,18-25,22,0,Maharashtra,Western,Govt,Electronics & Gadgets,4154
F,26-35,28,0,Maharashtra,Western,Healthcare,Food,4153
F,26-35,28,0,Madhya Pradesh,Central,Chemical,Food,4150
M,46-50,48,0,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,4150
M,55+,61,1,Maharashtra,Western,Construction,Electronics & Gadgets,4149
M,0-17,13,0,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,4147
F,51-55,54,0,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,4144
M,55+,63,1,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,4144
F,36-45,43,1,Karnataka,Southern,Automobile,Footwear & Shoes,4143
M,55+,75,1,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,4143
F,26-35,26,0,Haryana,Northern,IT Sector,Electronics & Gadgets,4142
M,55+,92,0,Uttar Pradesh,Central,Healthcare,Food,4139
M,26-35,26,0,Himachal Pradesh,Northern,Hospitality,Electronics & Gadgets,4138
F,26-35,28,1,Himachal Pradesh,Northern,Textile,Electronics & Gadgets,4135
F,55+,83,1,Gujarat,Western,IT Sector,Electronics & Gadgets,4133
F,55+,83,1,Rajasthan,Northern,IT Sector,Electronics & Gadgets,4133
F,36-45,39,0,Punjab,Northern,IT Sector,Electronics & Gadgets,4128
F,51-55,53,0,Uttar Pradesh,Central,Aviation,Food,4128
M,55+,65,0,Haryana,Northern,Aviation,Footwear & Shoes,4127
F,26-35,27,0,Maharashtra,Western,Aviation,Electronics & Gadgets,4127
M,55+,78,1,Kerala,Southern,Hospitality,Footwear & Shoes,4125
F,51-55,51,0,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,4124
F,26-35,27,1,Gujarat,Western,Hospitality,Electronics & Gadgets,4123
F,26-35,32,0,Maharashtra,Western,Banking,Electronics & Gadgets,4123
F,26-35,34,0,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,4122
F,18-25,20,0,Maharashtra,Western,IT Sector,Food,4119
F,26-35,26,1,Delhi,Central,Hospitality,Footwear & Shoes,4118
M,26-35,33,0,Kerala,Southern,IT Sector,Electronics & Gadgets,4118
M,51-55,55,1,Jharkhand,Eastern,Banking,Electronics & Gadgets,4115
F,18-25,24,0,Uttarakhand,Central,Aviation,Electronics & Gadgets,4113
F,36-45,44,1,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,4112
M,18-25,23,0,Rajasthan,Northern,Construction,Electronics & Gadgets,4111
F,26-35,32,1,Kerala,Southern,Hospitality,Electronics & Gadgets,4110
F,26-35,28,0,Bihar,Eastern,Banking,Electronics & Gadgets,4109
F,26-35,29,0,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,4108
F,36-45,42,0,Jharkhand,Eastern,Automobile,Electronics & Gadgets,4107
F,46-50,46,1,Himachal Pradesh,Northern,Agriculture,Electronics & Gadgets,4105
F,26-35,30,0,Karnataka,Southern,Aviation,Food,4105
F,46-50,47,0,Madhya Pradesh,Central,Banking,Electronics & Gadgets,4105
F,26-35,30,0,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,4103
M,26-35,27,0,Uttar Pradesh,Central,Chemical,Electronics & Gadgets,4103
M,36-45,44,0,Kerala,Southern,Healthcare,Food,4102
M,46-50,46,0,Gujarat,Western,Aviation,Furniture,4101
F,26-35,30,0,Karnataka,Southern,IT Sector,Food,4092
F,46-50,48,0,Bihar,Eastern,Hospitality,Electronics & Gadgets,4089
F,26-35,28,0,Kerala,Southern,Aviation,Electronics & Gadgets,4088
F,26-35,27,0,Jharkhand,Eastern,Chemical,Electronics & Gadgets,4086
F,36-45,44,0,Madhya Pradesh,Central,Govt,Food,4086
F,46-50,47,0,Rajasthan,Northern,IT Sector,Electronics & Gadgets,4086
F,26-35,30,1,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,4085
F,46-50,50,1,Karnataka,Southern,Aviation,Footwear & Shoes,4085
F,26-35,30,1,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,4085
F,26-35,29,0,Andhra Pradesh,Southern,Media,Electronics & Gadgets,4084
F,51-55,55,0,Jharkhand,Eastern,Food Processing,Electronics & Gadgets,4084
F,26-35,27,0,Delhi,Central,Automobile,Food,4083
M,26-35,32,0,Karnataka,Southern,Hospitality,Electronics & Gadgets,4082
F,26-35,34,0,Haryana,Northern,Hospitality,Electronics & Gadgets,4081
F,26-35,32,0,Karnataka,Southern,Automobile,Electronics & Gadgets,4081
F,36-45,38,1,Maharashtra,Western,Healthcare,Food,4079
M,51-55,55,1,Karnataka,Southern,Media,Footwear & Shoes,4078
F,18-25,25,1,Madhya Pradesh,Central,Automobile,Food,4076
F,18-25,21,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,4075
F,36-45,45,0,Maharashtra,Western,Textile,Food,4074
F,26-35,30,1,Uttar Pradesh,Central,Aviation,Food,4074
F,51-55,51,0,Karnataka,Southern,Aviation,Footwear & Shoes,4063
F,46-50,46,0,Gujarat,Western,Aviation,Electronics & Gadgets,4061
F,36-45,40,1,Karnataka,Southern,IT Sector,Food,4061
F,36-45,45,0,Karnataka,Southern,Chemical,Footwear & Shoes,4061
F,26-35,32,0,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,4061
M,26-35,33,1,Maharashtra,Western,Banking,Electronics & Gadgets,4060
M,26-35,35,0,Karnataka,Southern,IT Sector,Electronics & Gadgets,4059
F,46-50,49,1,Andhra Pradesh,Southern,Healthcare,Food,4058
F,51-55,53,1,Punjab,Northern,Lawyer,Electronics & Gadgets,4056
F,26-35,31,0,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,4056
F,46-50,47,0,Uttar Pradesh,Central,Construction,Electronics & Gadgets,4056
F,36-45,42,0,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,4054
F,51-55,51,1,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,4050
M,36-45,40,0,Himachal Pradesh,Northern,Aviation,Electronics & Gadgets,4050
M,18-25,19,0,Madhya Pradesh,Central,Automobile,Electronics & Gadgets,4050
M,36-45,40,0,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,4050
F,51-55,51,1,Rajasthan,Northern,Banking,Electronics & Gadgets,4050
M,26-35,32,0,Jharkhand,Eastern,Healthcare,Food,4049
M,18-25,25,1,Uttar Pradesh,Central,Healthcare,Food,4049
M,36-45,36,1,Uttar Pradesh,Central,Banking,Electronics & Gadgets,4049
F,26-35,28,1,Delhi,Central,Chemical,Electronics & Gadgets,4048
F,51-55,52,0,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,4046
F,26-35,30,1,Maharashtra,Western,Retail,Food,4046
M,26-35,27,0,Karnataka,Southern,Healthcare,Electronics & Gadgets,4044
F,51-55,55,0,Kerala,Southern,Food Processing,Electronics & Gadgets,4044
F,18-25,25,1,Uttar Pradesh,Central,Agriculture,Electronics & Gadgets,4044
F,18-25,22,1,Andhra Pradesh,Southern,Chemical,Food,4042
F,0-17,12,0,Gujarat,Western,Banking,Electronics & Gadgets,4041
F,55+,76,1,Uttar Pradesh,Central,Banking,Electronics & Gadgets,4039
M,36-45,36,0,Karnataka,Southern,Chemical,Electronics & Gadgets,4036
F,26-35,28,0,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,4035
F,46-50,47,0,Delhi,Central,IT Sector,Food,4034
F,26-35,27,0,Rajasthan,Northern,Food Processing,Electronics & Gadgets,4033
F,46-50,46,0,Uttar Pradesh,Central,Aviation,Food,4033
M,18-25,21,1,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,4030
F,18-25,20,0,Jharkhand,Eastern,Healthcare,Electronics & Gadgets,4028
F,18-25,20,0,Telangana,Southern,Healthcare,Electronics & Gadgets,4028
M,55+,83,0,Madhya Pradesh,Central,Healthcare,Electronics & Gadgets,4023
F,46-50,47,1,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,4022
F,26-35,32,1,Punjab,Northern,Hospitality,Electronics & Gadgets,4016
M,0-17,12,1,Haryana,Northern,Healthcare,Food,4014
F,0-17,13,1,Kerala,Southern,Agriculture,Electronics & Gadgets,4013
F,26-35,26,0,Haryana,Northern,IT Sector,Electronics & Gadgets,4012
M,26-35,26,0,Maharashtra,Western,Aviation,Electronics & Gadgets,4008
F,26-35,33,1,Bihar,Eastern,Lawyer,Food,4007
F,26-35,33,0,Delhi,Central,IT Sector,Electronics & Gadgets,4005
F,46-50,49,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,4003
F,46-50,49,0,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,4003
F,51-55,55,1,Madhya Pradesh,Central,Automobile,Electronics & Gadgets,4000
M,26-35,29,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,3997
F,36-45,37,0,Uttarakhand,Central,Aviation,Electronics & Gadgets,3996
F,26-35,30,0,Telangana,Southern,Retail,Food,3994
M,36-45,45,0,Uttarakhand,Central,Banking,Furniture,3992
F,26-35,33,1,Madhya Pradesh,Central,Banking,Food,3991
F,55+,75,0,Bihar,Eastern,Healthcare,Electronics & Gadgets,3988
F,46-50,49,0,Haryana,Northern,IT Sector,Electronics & Gadgets,3987
F,46-50,48,0,Maharashtra,Western,Healthcare,Electronics & Gadgets,3987
F,51-55,54,1,Maharashtra,Western,Banking,Food,3987
M,26-35,33,1,Maharashtra,Western,Banking,Electronics & Gadgets,3985
F,18-25,21,0,Gujarat,Western,Chemical,Food,3984
